post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
150143906.takovy-byl-frontkon-2024,2024-10-12T17:18:58.438Z,true,,,newsletter,everyone,Jan Polzer: Takový byl FrontKon 2024,,
150047103.osklive-weby-prodavaji-lepe,2024-10-10T11:13:58.844Z,true,,,newsletter,everyone,Ošklivé weby prodávají lépe,,
150012451.dobre-spatne-ux-netflix,2024-10-09T14:47:34.392Z,true,,,newsletter,everyone,Co v UX Netflixu funguje a co kazí zážitek,,
150011973.navrhovani-pro-komplexnost,2024-10-09T14:35:47.155Z,true,,,newsletter,everyone,Navrhování pro vysokou komplexnost,,
149942080.soud-narizuje-otevrit-google-play-konkurenci,2024-10-08T08:01:26.692Z,true,,,newsletter,everyone,Americký soud nařizuje Googlu otevřít obchod Play konkurenci,,
149941706.efekt-matneho-skla-glassmorfismus,2024-10-08T07:01:25.525Z,true,,,newsletter,everyone,Efekt matného skla glassmorfismus. Bude to trend roku 2025?,,
149940741.7-ux-designovych-principu,2024-10-08T06:01:40.401Z,true,,,newsletter,everyone,Sedm základních designových principů,,
149919589.elektronicky-podpis-bank-id,2024-10-07T15:05:07.623Z,true,,,newsletter,everyone,Elektronický podpis od Bank-iD,,
149910574.roblox-se-meni-v-trziste,2024-10-08T05:01:00.900Z,true,,,newsletter,everyone,Roblox se mění v tržiště,,
149907785.law-of-proximity,2024-10-07T07:44:46.377Z,true,,,newsletter,everyone,Lepší uživatelská zkušenost se zákonem blízkosti,,
149907620.kaliforsky-zakon-vyzaduje-uvest-zdroje-ai,2024-10-07T08:00:35.543Z,true,,,newsletter,everyone,AI firmy v tichosti ignorují novou kalifornskou legislativu,,
149907445.arc-search-android,2024-10-08T04:00:02.453Z,true,,,newsletter,everyone,"Arc je nejen prohlížeč, ale už i vyhledávač",,
149906688.squarespace-design-intelligence,2024-10-07T07:00:54.294Z,true,,,newsletter,everyone,Squarespace trénuje své AI nástroje s důrazem na vkus a přizpůsobení,,
149906321.navrhovani-pro-nevyrcene-touhy,2024-10-07T06:33:00.889Z,true,,,newsletter,everyone,Navrhování pro nevyřčené touhy,,
149871304.honza-sladek-budoucnost-vyvoje-s-ai,2024-10-06T10:50:05.715Z,true,,,newsletter,everyone,"Honza Sládek: Budoucnost vývoje je méně kódu, více konzultací",,
149871044.facebook-redesignuje-pro-generaci,2024-10-06T10:18:47.005Z,true,,,newsletter,everyone,Facebook redesignuje pro Generaci Z,,
149870870.chcete-se-stat-expertem-teorie-nestaci,2024-10-06T10:09:21.125Z,true,,,newsletter,everyone,Chcete se stát expertem? Teorie nestačí.,,
149870811.jak-rozpoznat-a-resit-designovy-dluh,2024-10-06T10:03:47.241Z,true,,,newsletter,everyone,Jak rozpoznat a řešit designový dluh,,
149796365.chatgpt-canvas,2024-10-04T07:30:00.000Z,true,,,newsletter,everyone,ChatGPT zavádí Canvas: Efektivnější psaní a programování,,
149771820.sleduje-firefox-uzivatele-nebo-chrani,2024-10-04T08:01:14.853Z,true,,,newsletter,everyone,"Sleduje Firefox uživatele, nebo chrání?",,
149770542.lekarna-alza,2024-10-03T17:32:26.770Z,true,,,newsletter,everyone,Alza začala prodávat volně prodejné léky,,
149764723.41,2024-10-18T05:59:42.812Z,true,2024-10-18T05:59:42.925Z,2024-10-18T05:59:42.925Z,newsletter,everyone,Zkuste to bez drátů. Řekni si o web #41,Ahoj! Události se vymkly z kloubů. Minimum Business Increment pomůže s prioritizací. Písmo podtrhne charakter značky. Budoucnost je bez drátů!,
149762823.podezrele-sms-ohlaste-na-linku-7726,2024-10-03T15:17:05.010Z,true,,,newsletter,everyone,Podezřelé SMS ohlaste na linku 7726,,
149752886.analyza-jak-zlepsit-citymapper,2024-10-05T07:00:08.148Z,true,,,newsletter,everyone,Analýza: Jak by mohl Citymapper zlepšit zážitek z městské dopravy,,
149752527.moderovane-vs-nemoderovane-testovani,2024-10-05T06:00:49.125Z,true,,,newsletter,everyone,Moderované vs. nemoderované testování: Kdy použít které?,,
149752063.tipy-pro-dark-mode,2024-10-05T05:00:03.506Z,true,,,newsletter,everyone,Praktické tipy pro návrh tmavého režimu,,
149751755.proc-chatgpt-neumi-pocitat,2024-10-05T04:01:03.923Z,true,,,newsletter,everyone,Proč je ChatGPT špatný v matematice? ,,
149750691.gmail-karty-s-rychlou-akci,2024-10-03T10:43:35.780Z,true,,,newsletter,everyone,Gmail přidává nové karty pro rychlé akce s e-maily,,
149749717.google-india-zavadi-ai,2024-10-04T07:02:49.438Z,true,,,newsletter,everyone,Google se vrhne do Indie s AI ve velkém,,
149749126.pokrocile-techniky-prace-s-komponentami,2024-10-04T06:02:03.380Z,true,,,newsletter,everyone,Pokročilé techniky práce s komponentami ve Figmě,,
149748482.sila-ux-copy,2024-10-04T04:00:00.000Z,true,,,newsletter,everyone,Síla UX copy: Jak malá slova mění uživatelskou zkušenost,,
149747864.jak-vznikalo-rozhrani-figma-ui3,2024-10-03T09:27:10.724Z,true,,,newsletter,everyone,Jak vznikalo nové rozhraní UI3 pro Figmu,,
149747081.anticipacni-design-predjima-potreby,2024-10-03T09:03:47.594Z,true,,,newsletter,everyone,Anticipační design předjímá potřeby uživatele,,
149746409.reminders-numbers-a-notes-nahradily-notion,2024-10-03T08:35:59.194Z,true,,,newsletter,everyone,"Jak Reminders, Numbers a Notes nahradily Notion",,
149745700.webova-pisma-jak-je-nastavit-a-optimalizovat,2024-10-03T07:53:18.424Z,true,,,newsletter,everyone,Webová písma: jak je nastavit a optimalizovat,,
149698622.petice-za-digitalni-transformaci-statu,2024-10-02T07:33:03.849Z,true,,,newsletter,everyone,"Petice: Odborníci vyzývají premiéra Fialu, aby zaručil pokračování digitální transformace státu se zaměřením na uživatele",,
149682295.proc-nikdo-necte-ux-dokumentaci,2024-10-04T05:02:37.010Z,true,,,newsletter,everyone,Proč nikdo nečte dokumentaci vašeho designu?,,
149681444.design-thinking-klic-k-inovativnim,2024-10-02T07:01:30.304Z,true,,,newsletter,everyone,Design Thinking: Klíč k inovativním řešením,,
149680919.metoda-5-proc,2024-10-02T06:01:21.833Z,true,,,newsletter,everyone,Metoda 5× proč z vás udělá lepší designéry,,
149655338.microsoft-pod-drobnohledem-kvuli,2024-10-01T10:11:18.386Z,true,,,newsletter,everyone,Microsoft pod drobnohledem kvůli dominanci v cloudu a AI,,
149655050.nejlepsi-vpn-je-vase-vlastni,2024-10-02T05:00:58.157Z,true,,,newsletter,everyone,Nejlepší VPN je vaše vlastní,,
149654269.nist-standardy-pro-hesla-delka,2024-10-02T04:00:59.656Z,true,,,newsletter,everyone,Hesla mají být dlouhá a nekomplikovaná – říká nový standard NIST,,
149652968.cesi-podporuji-zakaz-mobilu-ve-skole,2024-10-01T08:38:16.931Z,true,,,newsletter,everyone,Průzkum: Češi podporují zákaz mobilů ve školách,,
149600321.pripadovka-rebranding-apky-babel,2024-10-01T06:01:20.987Z,true,,,newsletter,everyone,Případovka: Rebranding apky Babbel,,
149599808.trendy-ux-pro-rok-2025,2024-10-01T05:00:55.288Z,true,,,newsletter,everyone,Co přinese UX rok 2025,,
149599297.statistika-do-kvalitativniho-vyzkumu-nepatri,2024-10-01T04:00:49.073Z,true,,,newsletter,everyone,Statistická významnost do kvalitativního výzkumu nepatří,,
149597901.generace-alfa-one-login-ma-potiz,2024-09-30T08:56:19.567Z,true,,,newsletter,everyone,Britský vládní One Login má potíž s generací alfa,,
149597615.pevny-internet-zrychluje-temer-polovina,2024-09-30T08:20:40.762Z,true,,,newsletter,everyone,"Pevný internet zrychluje, téměř polovina má 100 Mbit/s",,
149596382.ctu-zadotuje-5g-signal-ve-vlacich,2024-09-30T07:38:06.335Z,true,,,newsletter,everyone,ČTÚ zadotuje 5G signál ve vlacích,,
149595497.google-se-zameri-na-falesne-recenze,2024-09-30T06:43:46.949Z,true,,,newsletter,everyone,Google se zaměří na falešné recenze v mapách,,
149572419.personalizace-a-hledani-cesta-k-vyssim,2024-09-29T18:27:51.179Z,true,,,newsletter,everyone,Personalizace a hledání: Cesta k vyšším tržbám na e-shopu podle Romana Duška,,
149569389.chatgpt-zdrazi-predplatne-na-22-usd,2024-09-29T17:49:15.645Z,true,,,newsletter,everyone,"TechCrunch: ChatGPT Plus zdraží, aby pokryl ztrátu",,
149489867.statistiky-podcastove-sceny-usa,2024-09-28T04:03:51.054Z,true,,,newsletter,everyone,Statistiky podcastové scény USA,,
149480187.steven-sinofsky-clippy-office-assistant,2024-09-27T07:30:03.641Z,true,,,newsletter,everyone,Steven Sinofsky: Jak pan Sponka prošlapal cestu dnešní AI,,
149461536.minimalismus,2024-09-27T06:01:04.159Z,true,,,newsletter,everyone,Minimalismus na webu,,
149459580.jak-jsem-diky-ai-vytvoril-figma-plugin,2024-09-27T05:01:32.354Z,true,,,newsletter,everyone,István Jakab: Jak jsem díky AI postavil Figma plugin během chvíle,,
149457082.do-portfolia-patri-prinos-ne-proces,2024-09-27T04:01:13.577Z,true,,,newsletter,everyone,"Do portfolia patří přínos, ne proces",,
149436109.meta-ziskala-domenu-threadscom,2024-09-26T07:10:31.567Z,true,,,newsletter,everyone,Doména threads.com nyní patří pod Meta,,
149420459.telegram-da-uradum-data-uzivatelu,2024-09-26T07:01:55.126Z,true,,,newsletter,everyone,Konec anonymity: Telegram bude sdílet data úřadům,,
149420297.kristalovka-2024-hlasovani,2024-09-26T06:01:50.742Z,true,,,newsletter,everyone,Křišťálová Lupa 2024 odstartovala hlasování,,
149420047.czc-uz-je-allegro,2024-09-26T18:00:00.000Z,true,,,newsletter,everyone,CZC.cz už je Allegro,,
149419447.vyber-knih-o-ux-designu,2024-09-26T04:00:27.976Z,true,,,newsletter,everyone,"Výběr knih o UX designu, výzkumu a přístupnosti podle Stéphanie Walter",,
149418613.pokrocily-hlas-od-openai-v-eu-neprojde,2024-09-25T21:49:38.152Z,true,,,newsletter,everyone,(aktualizováno) Pokročilý hlas od OpenAI v EU neprojde přes AI Act,,
149418397.40,2024-10-14T05:09:54.011Z,true,2024-10-14T05:09:54.142Z,2024-10-14T05:09:54.142Z,newsletter,everyone,Přežijete bez Gmailu? Řekni si o web #40,"Ahoj! Podíváme se, proč má metrika Interaction to Next Paint nastavený 200ms práh. Vyzkoušíte si booleovské operace s vektorovou grafikou. A prozradíme, co nám komplikuje náhradu zaběhnutých nástrojů.",
149386420.kvalita-design-leadershipu,2024-09-25T08:41:08.312Z,true,,,newsletter,everyone,Jak poznat kvalitu leadershipu v designu?,,
149384711.pisma-starych-domovnich-ceduli,2024-09-25T08:07:32.774Z,true,,,newsletter,everyone,Písma starých domovních cedulí,,
149383723.lebedova-o-inovacich-e-mailu-od-seznamu,2024-09-25T07:08:53.294Z,true,,,newsletter,everyone,WebTop100: Lebedová o inovacích e-mailu od Seznamu,,
149351708.service-uptime-monitoring,2024-09-24T14:58:23.946Z,true,,,newsletter,everyone,"Neběží vám web, nebo to je jen u mě?",,
149335853.digitalni-design-bez-barier-i-poslepu,2024-09-24T07:13:52.738Z,true,,,newsletter,everyone,Digitální design bez bariér i Poslepu s Terezou Kosnarovou Venerovou,,
149295293.triky-cognitive-bias,2024-09-24T04:01:08.973Z,true,,,newsletter,everyone,Poznáte triky webů založené na kognitivním zkreslení?,,
149287394.10-chyb-ve-vizualizaci-dat,2024-09-23T11:27:58.787Z,true,,,newsletter,everyone,"10 chyb ve vizualizaci dat, které vás mohou zaskočit",,
149286908.polzer-search-console-staci,2024-09-23T11:08:58.091Z,true,,,newsletter,everyone,Polzer: Data ze Search Console mi stačí a nepotřebuji další SEO nástroje,,
149285181.male-upravy-vylepsily-volbycz,2024-09-23T10:18:31.475Z,true,,,newsletter,everyone,Jak malé úpravy vylepšily web volby.cz,,
149198304.ui-design-nejhorsi-mozna-reseni,2024-09-21T10:18:18.410Z,true,,,newsletter,everyone,UI Design: Nejhorší možná řešení,,
149168119.rasty-turek-cinkatko,2024-09-20T18:03:04.848Z,true,,,newsletter,everyone,Rasty Turek: V čem se founder liší od manažera?,,
149139104.usb-c,2024-09-20T07:09:34.246Z,true,2024-09-20T07:09:34.340Z,2024-09-20T07:09:34.340Z,newsletter,everyone,Sto dnů od sjednocení konektorů na USB-C,,
149092421.kreativni-rozcvicky,2024-09-20T04:01:06.803Z,true,,,newsletter,everyone,"52 karet pro tvůrce: Kreativní rozcvičky, které inspirují",,
149091688.robotstxt-heureky-blokuje-eshopy,2024-09-19T08:52:17.203Z,true,,,newsletter,everyone,Heureka robotům blokuje odkazy na e-shopy,,
149082078.navrhovani-pro-deti-teenagery-dospele,2024-09-19T06:01:21.262Z,true,,,newsletter,everyone,"Navrhování pro děti, teenagery, dospělé a seniory",,
149081240.youtube-hype-nova-sance-pro-zacinajici,2024-09-19T05:00:29.264Z,true,,,newsletter,everyone,YouTube Hype: Nová šance pro začínající tvůrce,,
149080974.obrazkove-fonty-gentype,2024-09-19T04:01:11.048Z,true,,,newsletter,everyone,Obrázkové fonty na přání,,
149080859.39,2024-10-02T12:34:48.652Z,true,2024-10-02T12:34:48.831Z,2024-10-02T12:34:48.831Z,newsletter,everyone,Přehled digitálních whiteboardů. Řekni si o web #39,"Ahoj! Máte obsah při návrhu na prvním místě? A jaký jste vlastně typ kreativce? To se dnes dozvíte a k tomu dostanete přehled whiteboardů, kterými můžete nahradit končící Google Jamboard.",
149043057.vera-pohlova-25-let,2024-09-18T07:11:48.863Z,true,,,newsletter,everyone,Tyhle aféry každého jenom otravují už 25 let,,
149010750.tri-lekce-od-umeni-pro-lepsi-ux-design,2024-09-18T05:01:02.091Z,true,,,newsletter,everyone,Tři lekce od umění pro lepší UX design,,
149000219.departure-mono-lo-fi-pixelovy-font,2024-09-17T17:01:19.651Z,true,,,newsletter,everyone,Departure Mono: Lo-Fi pixelový font,,
148998688.vice-nez-100-zdroju-pro-obsahove,2024-09-17T15:01:31.868Z,true,,,newsletter,everyone,Více než 100 zdrojů pro obsahové profesionály,,
148998100.ux-research-benchmark-2024,2024-09-18T04:01:17.222Z,true,,,newsletter,everyone,Srovnání zralosti UX výzkumu 2024,,
148996801.jak-prekonat-odpor-k-ux-vyzkumu,2024-09-17T08:38:28.099Z,true,,,newsletter,everyone,Jak překonat odpor k UX výzkumu,,
148996235.amazon-rusi-praci-z-domova,2024-09-17T08:18:09.251Z,true,,,newsletter,everyone,Amazon nařizuje návrat do kanceláře,,
148995623.sest-chyb-v-ux-vyzkumu,2024-09-17T08:05:26.001Z,true,,,newsletter,everyone,"Šest chyb v UX výzkumu, kterým se lze snadno vyhnout",,
148994150.predplatne-seznamcz-bez-reklam,2024-09-17T07:25:17.168Z,true,,,newsletter,everyone,Seznam.cz bez reklam za 179 korun měsíčně,,
148982020.modre-nebe-je-desetimilionove,2024-09-16T22:16:15.071Z,true,,,newsletter,everyone,Modré nebe je desetimilionové,,
148981411.canvas-pro-efektivnejsi-spolupraci,2024-09-16T21:52:09.080Z,true,,,newsletter,everyone,Kanvas jako klíč k efektivnější spolupráci,,
148970303.prezentace-measurecamp-24,2024-09-16T17:07:20.450Z,true,,,newsletter,everyone,Prezentace z MeasureCampu ’24,,
148969769.seznam-reaguje-na-prohlaseni-antimonopolniho,2024-09-16T16:44:45.413Z,true,,,newsletter,everyone,Seznam reaguje na prohlášení antimonopolního úřadu,,
148952124.rel-canonical-nepodporuje-fragmenty-url,2024-09-16T11:03:10.233Z,true,,,newsletter,everyone,Fragmenty URL do kanonické adresy nepatří,,
148901170.above-the-fold-seo,2024-09-14T22:17:48.191Z,true,,,newsletter,everyone,Above the Fold SEO,,
148885175.platili-byste-za-vyhledavani,2024-09-14T14:01:19.293Z,true,,,newsletter,everyone,Platili byste za vyhledávání? ,,
148882510.deck-of-brilliance-52-zpusobu-pro,2024-09-14T10:05:33.235Z,true,,,newsletter,everyone,Deck of Brilliance: 52 způsobů pro generování nápadů,,
148870377.na-roadmapu-patri-nejdriv-hodnota,2024-09-13T22:26:13.116Z,true,,,newsletter,everyone,"Na roadmapu patří nejdřív hodnota, až pak funkce",,
148869892.prinosy-a-jednoduchost-job-story,2024-09-13T22:13:42.250Z,true,,,newsletter,everyone,Přínosy a jednoduchost Job Story Mappingu,,
148869215.kvasnicka-checklist-chyby-eshopu,2024-09-13T21:42:43.074Z,true,,,newsletter,everyone,Kvasnička: Nejčastější chyby československých e-shopů,,
148803039.hloubkove-rozhovory-tahak-pro-doplnujici,2024-09-12T09:55:44.200Z,true,,,newsletter,everyone,Hloubkové rozhovory: Tahák pro doplňující dotazy,,
148802983.38,2024-09-26T05:59:51.375Z,true,2024-09-26T05:59:51.515Z,2024-09-26T05:59:51.515Z,newsletter,everyone,Ukrajinský software. Řekni si o web #38,Ahoj! Vyhněte se kognitivnímu zkreslení v uživatelském výzkumu. Microsoft dostane energii z Třímílového ostrova. Nový trend logotypů bez grafické značky. Doporučení na software s ukrajinskými kořeny.,
148802586.nejlepsi-design-systemy-statni-spravy,2024-09-12T09:37:20.206Z,true,,,newsletter,everyone,Nejlepší design systémy ve veřejné správě,,
148799533.animovany-favicon,2024-09-12T09:06:34.401Z,true,,,newsletter,everyone,Animovaný favicon,,
148758623.google-celi-soudu-kvuli-monopolu,2024-09-11T14:26:37.867Z,true,,,newsletter,everyone,Google čelí soudu kvůli monopolu. Zase. Tentokrát na reklamním trhu.,,
148758085.john-gruber-ios-a-safari-pod-tlakem,2024-09-11T08:55:22.763Z,true,,,newsletter,everyone,John Gruber: iOS a Safari pod tlakem DMA,,
148756996.antimonopolni-urad-proveruje-seznamcz,2024-09-11T08:24:23.140Z,true,,,newsletter,everyone,Antimonopolní úřad prověřuje Seznam.cz,,
148756499.nepouzivejte-placeholder-misto-popisku,2024-09-11T07:48:53.452Z,true,,,newsletter,everyone,Nepoužívejte placeholder místo popisku formulářového pole,,
148724081.google-blokuje-registrace-z-ruskych,2024-09-10T12:58:44.234Z,true,,,newsletter,everyone,Google blokuje registrace z ruských telefonních čísel,,
148722412.socialni-site-jsou-zodpovedne-za,2024-09-10T12:21:13.219Z,true,,,newsletter,everyone,Sociální sítě jsou zodpovědné za algoritmické doporučování,,
148699560.proc-nejsou-vsechny-tymy-v-technologickych,2024-09-09T20:30:06.921Z,true,,,newsletter,everyone,Proč nejsou všechny týmy v technologických firmách skutečně produktové?,,
148698241.proc-ux-vyzkumnici-nemaji-radi-dotazniky,2024-09-09T20:13:02.383Z,true,,,newsletter,everyone,Proč UX výzkumníci nemají rádi dotazníky,,
148684292.prvni-dokumentovany-pocitacovy-bug,2024-09-09T17:02:10.085Z,true,,,newsletter,everyone,První dokumentovaný počítačový bug,,
148624237.samsonov-prestante-vyhorsovat-produkty,2024-09-08T07:00:19.568Z,true,,,newsletter,everyone,Samsonov: Přestaňte vyhoršovat produkty,,
148623724.frantisek-strupl-vede-cesky-google,2024-09-08T06:00:24.479Z,true,,,newsletter,everyone,Českému Googlu šéfuje František Štrupl,,
148622814.petr-kral-je-prima,2024-09-08T05:00:10.897Z,true,,,newsletter,everyone,Petr Král povede Prima+,,
148622428.andy-budd-book-growth-equation,2024-09-08T04:00:58.156Z,true,,,newsletter,everyone,Andy Budd zná rovnici růstu startupů,,
148620688.zasedl-expertni-panel-kristalove-lupy,2024-09-06T04:00:00.000Z,true,,,newsletter,everyone,Křišťálová Lupa 2024 poprvé ocení influencery,,
148618482.37,2024-09-19T05:59:58.765Z,true,2024-09-19T05:59:58.902Z,2024-09-19T05:59:58.902Z,newsletter,everyone,Zmatení v jednotkách na webu. Řekni si o web #37,Ahoj! AI už umí generovat web. Design tokeny usnadňují udržování konzistentnosti návrhu. Tipy pro čitelnost čínského textu. Poznáte správně vycentrovaný prvek? Zmatení v pixelech.,
148617226.duolingo-ma-nemocnou-ikonu,2024-09-07T16:36:55.836Z,true,,,newsletter,everyone,Duolingo čelí kritice kvůli nemocné ikoně,,
148608127.ctvrtina-uzivatelu-mobilu-zvetsuje-pismo,2024-09-07T10:41:17.801Z,true,,,newsletter,everyone,Každý čtvrtý uživatel mobilu si zvětšuje písmo,,
148526974.co-by-melo-zahrnovat-designerske,2024-09-05T10:22:42.059Z,true,,,newsletter,everyone,"Co by mělo zahrnovat designérské vzdělání, verze 2024",,
148526683.web-ostry-jako-britva,2024-09-05T10:10:44.780Z,true,,,newsletter,everyone,Ostrá dekáda Jana Řezáče,,
148526394.skoncil-srpnovy-google-core-update,2024-09-05T09:56:34.095Z,true,,,newsletter,everyone,Doběhl srpnový core update vyhledávání Googlu,,
148487805.identita-pribeh-ceskeho-grafickeho,2024-09-04T11:43:11.201Z,true,,,newsletter,everyone,Identita: Příběh českého grafického designu v nové monografii,,
148374091.roadmapa-pro-tvurce-webu,2024-09-04T05:01:14.550Z,true,,,newsletter,everyone,Cestovní mapa pro tvůrce webu,,
148373400.dia-varuje-pred-falesnymi-weby,2024-09-04T04:00:36.690Z,true,,,newsletter,everyone,DIA varuje: Falešné weby ohrožují občany i jejich peníze,,
148373114.kdy-a-jak-casto-posilat-email,2024-09-03T06:01:31.225Z,true,,,newsletter,everyone,Kdy a jak často posílat newsletter,,
148372028.ux-metody-18f,2024-09-03T05:01:20.423Z,true,,,newsletter,everyone,UX metody vládní agentury USA,,
148350100.hospodarky-po-czccz-skonci-v-allegru,2024-09-01T16:06:57.029Z,true,,,newsletter,everyone,Hospodářky: Po CZC.cz skončí v Allegru i Mall.cz,,
148349781.yelp-podal-antimonopolni-zalobu-proti,2024-09-01T07:00:55.896Z,true,,,newsletter,everyone,Yelp podal antimonopolní žalobu proti Googlu,,
148333480.kam-mizi-brazilci-z-twitteru,2024-08-31T17:25:20.797Z,true,,,newsletter,everyone,Kam přechází Brazilci po zablokování Twitteru?,,
148332262.google-search-podporuje-avif,2024-09-02T06:00:59.606Z,true,,,newsletter,everyone,Google Search už podporuje AVIF,,
148295772.36,2024-09-12T08:51:01.134Z,true,2024-09-12T08:51:01.209Z,2024-09-12T08:51:01.209Z,newsletter,everyone,"Technický dluh nevadí, když projekt zanikne. Řekni si o web #36","Ahoj! Víte, že za kruhovým color pickerem stojí Newton a Goethe? Přední designéři a fonty mají ve výsledcích hledání easter eggs. Jaký modrozelený odstín považujete už za modrý? Co je technický dluh.",
148271347.tumblr-pobezi-na-wordpressu,2024-08-29T16:33:26.430Z,true,,,newsletter,everyone,Tumblr poběží na Wordpressu,,
148264099.zprava-se-po-precteni-sama-znici,2024-09-03T04:00:45.492Z,true,,,newsletter,everyone,Zpráva se po přečtení sama zničí…,,
148261245.google-docs-umoznuji-elektronicky,2024-08-29T11:46:20.013Z,true,,,newsletter,everyone,Google Docs umožňují elektronicky podepsat dokument ,,
148260841.threads-uz-jsou-ve-fediverse-jen,2024-08-31T05:01:14.851Z,true,,,newsletter,everyone,Threads už jsou ve Fediverse. Jen v EU ne.,,
148245026.zeldman-slozitost-nici-web,2024-08-30T04:01:19.226Z,true,,,newsletter,everyone,Zeldman: Jak složitost ničí web a co s tím dělat,,
148244820.google-muze-ve-vysledcich-hledani,2024-08-29T06:00:46.312Z,true,,,newsletter,everyone,Google může ve výsledcích hledání zobrazovat og:title,,
148216833.chrome-browser-slavi-16-let,2024-09-02T05:00:00.000Z,true,,,newsletter,everyone,Chrome browser slaví 16 let,,
148204264.jak-psat-sitemap,2024-08-31T06:00:37.753Z,true,,,newsletter,everyone,Proč (ne)potřebujete sitemapu na svém webu?,,
148203908.jak-aplikovat-teorii-detekce-signalu,2024-09-02T04:00:00.000Z,true,,,newsletter,everyone,Jak aplikovat teorii detekce signálu v uživatelském výzkumu,,
148203405.trenujte-ai-googlu-nebo-zmizet-z,2024-08-28T05:01:23.253Z,true,,,newsletter,everyone,"Trénovat AI Googlu, nebo zmizet z vyhledávání?",,
148198673.ai-chat-phi-35-bezi-v-prohlizeci,2024-08-30T06:01:28.895Z,true,,,newsletter,everyone,"AI model, který běží přímo v prohlížeči?",,
148180508.akce-o-webu-v-zari-2024,2024-08-30T05:01:04.384Z,true,,,newsletter,everyone,Akce o webu v září 2024,,
148179763.design-archive,2024-09-01T05:01:38.763Z,true,,,newsletter,everyone,Designové skvosty v Internet Archive,,
148163515.drobnosti-ktere-delaji-v-designu,2024-09-01T04:01:15.480Z,true,,,newsletter,everyone,"Drobnosti, které dělají v designu velký rozdíl",,
148162901.od-intuitivnosti-k-diktature-kritika,2024-08-29T05:00:01.969Z,true,,,newsletter,everyone,Od intuitivnosti k diktatuře: Kritika moderních UI,,
148162313.6-nejcastejsich-chyb-v-kvalitativnich,2024-08-29T04:00:01.462Z,true,,,newsletter,everyone,6 nejčastějších chyb v kvalitativních rozhovorech a jak se jim vyhnout,,
148162112.samsonov-bez-uzivatelu-to-neni-uzivatelsky,2024-08-28T07:00:03.985Z,true,,,newsletter,everyone,Samsonov: Bez uživatelů to není uživatelský výzkum a AI je nenahradí,,
148160816.1-mb-dat-predstavuje-20-g-emisi-co,2024-08-31T04:00:53.574Z,true,,,newsletter,everyone,1 MB dat představuje až 20 g emisí CO₂,,
148147197.okamzite-nacteni-stranek-se-speculation,2024-08-28T04:00:53.291Z,true,,,newsletter,everyone,Okamžité načtení stránek se Speculation Rules API,,
148146070.neplatte-za-twitter,2024-08-27T07:01:30.757Z,true,,,newsletter,everyone,Dočekal: Za Twitter neplaťte,,
148140412.textovy-editor-a-todo-list-v-prohlizeci,2024-08-27T05:01:32.213Z,true,,,newsletter,everyone,Textový editor a todo list v prohlížeči s ukládáním do local storage,,
148139260.sef-telegramu-durov-zadrzen-ve-francii,2024-08-27T04:00:59.619Z,true,,,newsletter,everyone,"Šéf Telegramu Durov zadržen ve Francii, vyšetřování pokračuje",,
148102917.relume-ai-wireframe,2024-08-26T07:01:19.204Z,true,,,newsletter,everyone,AI Relume vytvoří mapu webu a wireframe,,
148101863.ui-prototyping-for-remote-control,2024-08-26T06:01:47.832Z,true,,,newsletter,everyone,Prototypování rozhraní s dálkovým ovládáním,,
148101640.novy-performance-panel-v-chrome-devtools,2024-08-26T05:01:23.065Z,true,,,newsletter,everyone,Nový Performance panel v Chrome DevTools,,
148088179.google-maps-dostaly-velkou-aktualizaci,2024-08-25T07:01:44.766Z,true,,,newsletter,everyone,Google Maps dostaly velkou aktualizaci,,
148087488.pujde-seznam-na-prazskou-burzu,2024-08-25T06:01:21.262Z,true,,,newsletter,everyone,Půjde Seznam na pražskou burzu?,,
148085100.fat32-pro-disky-do-2tb,2024-08-25T05:00:55.609Z,true,,,newsletter,everyone,Ve FAT32 jde formátovat disky větší než 32 GB,,
148017254.urady-varuji-pred-predatorskymi-e,2024-08-24T07:00:16.272Z,true,,,newsletter,everyone,Úřady varují před predátorskými e-shopy,,
148016642.dipsy-ma-kladnou-roi,2024-08-23T05:00:57.582Z,true,,,newsletter,everyone,eGov: DiPSy už má kladnou ROI,,
148015364.5-figma-pluginu,2024-08-24T05:01:00.591Z,true,,,newsletter,everyone,"5 pluginů pro Figmu, které šetří čas a námahu",,
148014637.mitz-ux-strategie-terapie,2024-08-23T07:01:00.665Z,true,,,newsletter,everyone,Mitz: UX strategie je terapie,,
148014315.jilkova-service-design-management-,2024-08-23T06:00:09.424Z,true,,,newsletter,everyone,Vychází knížka o designu služeb,,
148014014.ux-design-krok-za-krokem-bezplatny,2024-08-24T06:00:54.435Z,true,,,newsletter,everyone,UX design krok za krokem: Bezplatný kurz od IBM,,
147997473.monokultura-prohlizecu-kazi-web,2024-08-22T11:32:49.026Z,true,,,newsletter,everyone,Monokultura prohlížečů kazí web,,
147997086.ilincev-clanky-mi-generuji-poptavku,2024-08-22T10:54:54.097Z,true,,,newsletter,everyone,Ondřej Ilinčev: Články mi generují deset poptávek i víc,,
147979471.freelance-od-prvotni-nabidky,2024-08-22T05:00:31.066Z,true,,,newsletter,everyone,Freelance designér: od prvotní nabídky po finální návrh projektu,,
